Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Hematoxylin OD mean	Cell: Hematoxylin OD std dev	Cell: Hematoxylin OD max	Cell: Hematoxylin OD min	Cell: Eosin OD mean	Cell: Eosin OD std dev	Cell: Eosin OD max	Cell: Eosin OD min	Cytoplasm: Hematoxylin OD mean	Cytoplasm: Hematoxylin OD std dev	Cytoplasm: Hematoxylin OD max	Cytoplasm: Hematoxylin OD min	Cytoplasm: Eosin OD mean	Cytoplasm: Eosin OD std dev	Cytoplasm: Eosin OD max	Cytoplasm: Eosin OD min	Nucleus/Cell area ratio
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3247.3	1407.1	13.95	15.0729	0.7716	5.3066	4.1	0.5705	0.862	139.65	0.286	1.3536	0.267	1.0866	-0.0227	-3.6696	0.0918	0.2114	-0.2391	0.4505	45	27.013	0.775	9.4438	7.0342	0.7323	0.4395	0.4823	1.8836	-0.1059	0.1064	0.1515	0.3222	-0.5088	0.2405	0.4243	1.8836	-0.1059	0.1671	0.1352	0.3222	-0.5088	0.3079
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	3011.3	1410.5	51.84	29.2272	0.7626	9.9695	7.7899	0.584	0.1461	85.017	0.0358	0.2546	0.0477	0.2069	0.2897	168.5999	0.0299	0.3539	0.1537	0.2002	142.38	45.9196	0.8485	15.5368	12.5394	0.5559	0.0842	0.0696	0.2546	-0.1264	0.2968	0.0494	0.4058	0.088	0.0482	0.0583	0.212	-0.1264	0.3009	0.0575	0.4058	0.088	0.364
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2786.5	1410.3	36.18	23.0201	0.858	7.5722	6.598	0.4078	0.516	207.9598	0.1585	0.837	0.1559	0.6811	0.1601	64.5173	0.0516	0.3089	0.0339	0.2749	100.89	37.1455	0.9189	12.6463	10.8111	0.2907	0.2349	0.2461	0.837	-0.1114	0.2302	0.089	0.3928	-0.0228	0.0782	0.1081	0.4043	-0.1114	0.2693	0.0811	0.3928	-0.0228	0.3553
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3102.4	1407.2	11.97	12.7859	0.9201	4.5705	3.4883	0.6396	0.2494	34.4211	0.1083	0.4921	0.032	0.4601	0.1642	22.6647	0.0536	0.2969	0.05	0.2468	53.28	26.7674	0.9345	9.5565	7.6194	0.5791	0.0596	0.126	0.4921	-0.1003	0.1977	0.0508	0.2969	0.05	0.002	0.0537	0.1897	-0.1003	0.2079	0.0452	0.295	0.0786	0.2277
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3283.6	1410.2	37.44	24.4568	0.7866	9.6813	5.5401	0.8425	0.8671	362.442	0.2106	1.3537	0.3083	1.0454	0.0363	15.1856	0.0764	0.2334	-0.1842	0.4176	98.1	39.6332	0.7848	15.0967	9.2949	0.8164	0.4971	0.369	1.3537	-0.0441	0.1434	0.1157	0.3401	-0.1842	0.267	0.2349	0.953	-0.0441	0.2099	0.0809	0.3401	-0.0432	0.3789
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3253.2	1408.6	14.22	14.5829	0.8403	5.3384	3.4861	0.7572	0.7004	111.3592	0.2906	1.3089	0.23	1.0789	0.0336	5.3406	0.0799	0.2263	-0.1234	0.3497	49.32	27.2409	0.8352	10.6882	6.2127	0.7866	0.2409	0.3445	1.3089	-0.1093	0.128	0.1112	0.3275	-0.1234	0.0541	0.1088	0.4166	-0.1093	0.1664	0.0985	0.3275	-0.0673	0.2847
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2891.8	1410.3	27.54	20.0533	0.8606	6.765	5.3748	0.5913	0.4578	142.3613	0.164	0.846	0.1899	0.656	0.0673	20.9393	0.0961	0.232	-0.2014	0.4334	86.22	33.8427	0.946	11.8221	9.6618	0.5793	0.1762	0.2303	0.846	-0.092	0.1099	0.0917	0.2763	-0.2014	0.0419	0.0981	0.305	-0.092	0.1302	0.0822	0.2763	-0.1086	0.3178
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2969.1	1411.4	32.76	21.4126	0.8979	7.7468	5.7356	0.6275	0.6453	236.1944	0.1968	1.0207	0.1515	0.8692	0.1069	39.1421	0.0642	0.2822	-0.017	0.2992	101.07	37.1475	0.9204	13.3636	9.794	0.6718	0.2545	0.3052	1.0207	-0.0909	0.1973	0.0865	0.3833	-0.017	0.0662	0.1013	0.3845	-0.0909	0.2408	0.0572	0.3833	0.0634	0.3247
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2815.3	1410	16.02	17.1331	0.6858	6.2941	3.7312	0.8186	0.2576	46.3594	0.1057	0.4747	-0.0172	0.4919	0.229	41.2253	0.0429	0.3499	0.1059	0.2441	59.94	30.2771	0.8217	10.191	8.4146	0.6178	0.09	0.1383	0.4747	-0.0965	0.1949	0.0822	0.359	-0.0575	0.0283	0.0889	0.3855	-0.0965	0.1824	0.0894	0.359	-0.0575	0.2662
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3212.6	1411.2	12.15	13.4575	0.8431	4.7346	3.559	0.5851	0.3077	43.9955	0.1261	0.5859	0.0948	0.4911	0.0542	7.756	0.0496	0.1743	-0.104	0.2783	67.14	30.4139	0.9121	10.6288	8.0713	0.6665	0.0726	0.1656	0.7382	-0.1116	0.1571	0.091	0.324	-0.104	0.0176	0.1191	0.7382	-0.1116	0.1812	0.0811	0.324	-0.0006	0.1818
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3231.2	1412.7	34.02	22.3938	0.8525	7.5269	5.9916	0.5566	0.7193	276.218	0.2527	1.3022	0.1023	1.1999	0.0211	8.0964	0.0945	0.2743	-0.2346	0.5089	78.03	34.2071	0.838	12.4604	9.068	0.6264	0.3286	0.4028	1.3022	-0.1185	0.1474	0.1387	0.3394	-0.2346	0.0211	0.1578	0.583	-0.1185	0.2469	0.0699	0.3394	0.0016	0.4406
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3087.2	1414.7	34.02	25.5082	0.657	9.8369	5.1825	0.891	0.763	294.5081	0.2623	1.513	0.2268	1.2862	0.0018	0.7001	0.0813	0.1969	-0.2947	0.4916	110.88	40.5818	0.8461	13.8156	10.567	0.5665	0.3006	0.3602	1.513	-0.1062	0.1189	0.1079	0.3136	-0.2947	0.0904	0.1265	0.538	-0.1062	0.1722	0.0698	0.3136	-0.1017	0.3113
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3259.4	1412.7	19.17	16.1679	0.9216	6.0048	4.2012	0.7024	0.9655	208.5492	0.3847	1.8698	0.0753	1.7945	-0.0941	-20.3319	0.1181	0.1965	-0.5469	0.7434	78.93	32.1749	0.9581	10.8637	8.957	0.5244	0.2658	0.4509	1.8698	-0.111	0.0606	0.1442	0.3376	-0.5469	0.0382	0.1012	0.4908	-0.111	0.1109	0.1128	0.3376	-0.156	0.2403
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3020.4	1415	24.75	24.7379	0.5082	9.8982	5.1132	0.8661	0.1481	41.0174	0.0625	0.3096	-0.0058	0.3153	0.1989	55.1079	0.1149	0.3432	-0.0265	0.3698	90.81	40.1162	0.7091	14.6406	10.2754	0.7545	0.0828	0.0654	0.3096	-0.0562	0.1754	0.1131	0.3733	-0.0265	0.0584	0.0471	0.2363	-0.0562	0.1666	0.1111	0.3733	0.0062	0.2726
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3034.9	1414.6	35.73	24.5506	0.7449	9.1712	5.1878	0.8269	0.6447	259.8047	0.1556	0.9164	0.2398	0.6766	0.1083	43.6439	0.0571	0.2809	-0.0485	0.3294	77.4	34.2945	0.827	12.8481	7.9907	0.7583	0.3909	0.2886	0.9164	-0.0973	0.1788	0.0871	0.3638	-0.0485	0.1696	0.1721	0.6461	-0.0973	0.2403	0.0569	0.3638	0.0917	0.4616
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2855.2	1413.4	12.96	13.7607	0.8601	5.1592	3.6353	0.6585	0.0681	10.2793	0.0708	0.2027	-0.0704	0.2731	0.2052	30.9777	0.0359	0.2785	0.1245	0.1539	79.74	32.2381	0.9642	11.0979	9.6	0.4634	-0.0419	0.0642	0.2027	-0.1097	0.2143	0.0421	0.3024	0.0923	-0.0644	0.0311	0.0585	-0.1097	0.2162	0.043	0.3024	0.0923	0.1628
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2843.6	1416.4	35.55	24.0096	0.775	8.9404	5.2307	0.8231	0.4066	163.4684	0.102	0.6064	0.1605	0.4458	0.2043	82.1295	0.0369	0.3036	0.0806	0.223	121.86	41.0461	0.9089	14.7903	10.7134	0.7029	0.1812	0.1836	0.6064	-0.1219	0.2537	0.0532	0.3918	0.0806	0.0863	0.1145	0.5039	-0.1219	0.2744	0.0446	0.3918	0.1007	0.2949
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2960.9	1416.4	35.55	25.6006	0.6816	9.6676	5.9136	0.7067	0.374	149.9734	0.107	0.5845	0.0844	0.5001	0.1635	65.5667	0.0479	0.3239	0.0151	0.3088	115.74	41.9307	0.8272	15.3561	11.3425	0.6668	0.1407	0.1794	0.5845	-0.1133	0.2191	0.0632	0.3742	0.0151	0.0356	0.0771	0.2988	-0.1133	0.2442	0.0523	0.3742	0.0768	0.3098
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3102	1415.4	35.73	26.9576	0.6178	11.0104	4.7823	0.9205	0.486	193.9276	0.1678	0.8665	0.1406	0.7258	0.0874	34.8829	0.0646	0.2591	-0.0808	0.3399	104.22	40.6629	0.7921	15.8336	9.7407	0.8223	0.1955	0.2432	0.8665	-0.1006	0.1574	0.0784	0.3197	-0.0808	0.044	0.0909	0.3024	-0.1006	0.1939	0.0574	0.3197	-0.0477	0.34
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3171.5	1416.7	56.16	30.6505	0.7512	10.5214	7.0135	0.7168	0.8585	536.5402	0.2231	1.4728	0.2536	1.2192	0.0428	26.759	0.09	0.2755	-0.2239	0.4993	125.91	43.4221	0.8392	16.0577	10.7136	0.6497	0.4983	0.3847	1.4728	-0.0971	0.1519	0.1315	0.4128	-0.2239	0.2082	0.1961	0.7962	-0.0971	0.2398	0.0861	0.4128	-0.0147	0.4463
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2883.5	1415.4	25.56	19.1269	0.878	7.0024	4.4539	0.766	0.743	212.5122	0.3134	1.3186	0.218	1.1006	-0.0015	-0.435	0.1111	0.2661	-0.2577	0.5237	96.84	36.4299	0.917	12.6943	9.3959	0.6553	0.2228	0.3623	1.3186	-0.1017	0.1088	0.1075	0.3105	-0.2577	0.0354	0.1025	0.3843	-0.1017	0.1485	0.0729	0.3105	-0.0781	0.2623
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	3026.2	1413.3	14.04	14.7831	0.8073	5.2765	3.9609	0.6447	0.3481	55.7024	0.0967	0.613	0.1533	0.4597	0.2023	32.3707	0.0481	0.3018	0.0597	0.2422	39.42	23.7153	0.8808	8.7651	5.7301	0.777	0.2329	0.1263	0.613	0.0117	0.2426	0.0546	0.359	0.0597	0.167	0.0883	0.5497	0.0117	0.2656	0.0436	0.359	0.1012	0.3559
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3127	1414.5	25.47	18.8218	0.9035	6.912	4.8744	0.7134	0.8148	233.0361	0.2216	1.1981	0.3557	0.8424	0.0552	15.8007	0.0888	0.2473	-0.1334	0.3807	78.21	33.9659	0.8519	12.0968	8.5869	0.7268	0.3513	0.3666	1.1981	-0.1079	0.1714	0.1117	0.3628	-0.1334	0.1251	0.141	0.5871	-0.1079	0.2281	0.0701	0.3628	0.0274	0.3206
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2796.9	1415.1	17.64	15.5023	0.9224	5.5099	4.4234	0.5394	0.3871	75.8716	0.2159	0.9277	0.0899	0.8378	0.0345	6.7564	0.1155	0.2717	-0.1928	0.4645	76.14	31.9392	0.9379	11.2951	8.6114	0.6374	0.0973	0.1945	0.9277	-0.0867	0.0541	0.0889	0.2825	-0.1928	0.0101	0.048	0.2188	-0.0867	0.06	0.0784	0.2825	-0.0654	0.2284
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2811.6	1417.5	50.04	28.9177	0.752	9.4298	8.1553	0.4058	0.3942	221.1504	0.1268	0.6568	0.113	0.5438	0.1909	107.1137	0.0573	0.3157	0.0086	0.3071	111.69	43.268	0.7497	15.2028	10.7146	0.7609	0.203	0.205	0.6568	-0.1419	0.1895	0.0959	0.3956	-0.0361	0.0469	0.0947	0.5813	-0.1419	0.1883	0.1184	0.3956	-0.0361	0.4457
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	3160.9	1415.9	12.78	13.5623	0.8731	4.7505	3.4045	0.6618	0.1708	24.9424	0.0438	0.2753	0.0787	0.1966	0.3006	43.8888	0.019	0.3635	0.2597	0.1038	50.85	28.1199	0.8081	9.8695	6.3247	0.7136	0.0654	0.088	0.2753	-0.1175	0.3103	0.0613	0.4052	-0.0476	0.0287	0.0675	0.1927	-0.1175	0.3137	0.0699	0.4052	-0.0476	0.2495
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3243.6	1415.2	14.94	14.4638	0.8974	4.8151	4.1749	0.3341	1.117	192.1225	0.237	1.5666	0.5879	0.9787	-0.0821	-14.1262	0.0903	0.1115	-0.2949	0.4064	53.82	28.1215	0.8552	9.7976	7.0649	0.7184	0.6551	0.442	1.7918	-0.0969	0.0498	0.1521	0.3416	-0.3278	0.4699	0.3624	1.7918	-0.0969	0.1027	0.1391	0.3416	-0.3278	0.2746
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3250.5	1419.1	32.58	26.3697	0.5888	9.8271	4.9449	0.8621	0.9046	331.0801	0.3472	1.6289	0.1885	1.4404	-0.0376	-13.7738	0.1208	0.2962	-0.3785	0.6747	108.63	40.0184	0.8524	13.7645	10.4924	0.6254	0.3247	0.4759	1.6289	-0.1279	0.1414	0.1568	0.375	-0.3785	0.0732	0.2516	1.4768	-0.1279	0.219	0.0949	0.375	-0.306	0.3007
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2945.7	1417.1	22.95	18.1002	0.8803	7.2213	4.0524	0.811	0.7559	192.7597	0.3058	1.4297	0.1825	1.2472	0.0111	2.8183	0.1319	0.2538	-0.3672	0.6209	92.88	35.4317	0.9297	12.1878	9.8391	0.4941	0.2138	0.3538	1.4297	-0.0894	0.0824	0.1026	0.2718	-0.3672	0.0366	0.0893	0.35	-0.0894	0.1057	0.078	0.2718	-0.1644	0.2405
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3237.3	1418.2	20.16	18.3544	0.752	7.2486	3.5528	0.8882	0.8809	201.7278	0.2751	1.3406	0.2122	1.1285	-0.0001	-0.0131	0.0857	0.198	-0.2149	0.4129	67.86	33.1976	0.7738	12.8188	7.8482	0.8182	0.3103	0.4385	1.3406	-0.1196	0.1708	0.1365	0.3507	-0.2149	0.0633	0.2017	0.8317	-0.1196	0.2447	0.0734	0.3507	-0.0147	0.2991
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3288.7	1416.8	18.9	16.1018	0.9161	6.1667	4.1012	0.7414	0.9807	207.9051	0.2237	1.3196	0.3479	0.9717	-0.0039	-0.8305	0.092	0.231	-0.2309	0.4619	62.28	29.5783	0.8946	10.6114	7.7128	0.6391	0.4781	0.4103	1.3196	-0.0333	0.1479	0.1373	0.3456	-0.2309	0.2575	0.2462	0.9893	-0.0333	0.2145	0.0941	0.3456	-0.1158	0.3018
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2911	1417.7	27.36	19.3221	0.9209	7.0128	5.1885	0.6554	0.8102	248.7312	0.3211	1.3583	0.2695	1.0888	-0.0012	-0.3677	0.0907	0.2009	-0.2137	0.4146	91.08	36.5091	0.8587	12.8857	8.9437	0.7428	0.3158	0.3842	1.3583	-0.0854	0.0693	0.1003	0.292	-0.2137	0.102	0.1239	0.5044	-0.0854	0.0998	0.0883	0.292	-0.1168	0.2984
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3065.4	1417.4	25.92	20.2907	0.7911	7.0695	5.1763	0.6777	0.172	50.2279	0.0544	0.3218	0.0219	0.3	0.1467	42.8384	0.0633	0.2359	-0.0612	0.2971	94.77	36.0045	0.9187	12.5251	10.1575	0.5368	0.0825	0.0892	0.3218	-0.1136	0.1623	0.0675	0.3376	-0.0631	0.0483	0.0751	0.3062	-0.1136	0.1683	0.0681	0.3376	-0.0631	0.271
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3222	1416.4	20.07	17.3726	0.8357	6.6665	3.8652	0.8091	0.9613	217.2507	0.3441	1.7223	0.1811	1.5411	-0.0963	-21.7696	0.1768	0.2305	-0.7644	0.9949	61.11	29.1405	0.9043	10.0028	8.3073	0.4183	0.3665	0.4777	1.7223	-0.1206	0.0941	0.191	0.3674	-0.7644	0.071	0.1394	0.5572	-0.1206	0.1888	0.1101	0.3674	-0.2173	0.3217
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2923	1416.6	9.72	12.0231	0.845	4.0628	3.4111	0.4949	0.1046	11.7148	0.0754	0.2739	-0.0073	0.2812	0.1953	21.8774	0.0445	0.2788	0.0871	0.1917	56.61	28.1679	0.8966	10.025	6.9	0.7105	-0.0093	0.069	0.2739	-0.0895	0.1526	0.0518	0.2788	0.0374	-0.0337	0.0346	0.1447	-0.0895	0.1435	0.0487	0.2764	0.0374	0.1638
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3076.1	1418.3	26.64	20.9295	0.7642	8.3492	4.5412	0.8531	0.8022	242.2788	0.3083	1.5256	0.2354	1.2902	-0.0153	-4.6091	0.1001	0.2004	-0.2591	0.4595	97.2	36.5538	0.9141	13.0221	10.4834	0.5188	0.2734	0.3775	1.5256	-0.093	0.1206	0.1169	0.2945	-0.2591	0.0681	0.1008	0.4451	-0.093	0.1733	0.0717	0.2945	-0.0861	0.276
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3214.8	1417.7	9.81	11.9569	0.8623	4.4691	3.2185	0.616	0.6441	72.1354	0.3968	1.3903	-0.0359	1.4263	-0.0998	-11.181	0.1873	0.2331	-0.6515	0.8846	43.47	25.5753	0.8351	8.9598	7.1446	0.4127	0.2053	0.3171	1.3903	-0.0717	0.0189	0.1405	0.2991	-0.6515	0.0739	0.0937	0.4291	-0.0717	0.0544	0.0986	0.2991	-0.0742	0.2227
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3228.6	1420	11.88	13.0382	0.8782	4.9451	3.22	0.7261	0.7071	94.756	0.2648	1.2938	0.1579	1.1359	0.0267	3.5805	0.0795	0.2195	-0.1152	0.3347	45.18	25.5339	0.8708	8.4827	7.3126	0.4339	0.2021	0.3492	1.2938	-0.1071	0.1708	0.1034	0.3225	-0.1152	0.0197	0.1232	0.6622	-0.1071	0.2228	0.0453	0.3225	0.0467	0.2604
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2802	1420	12.42	14.011	0.795	5.6789	2.9376	0.8679	0.2539	35.5405	0.1171	0.4822	0.0202	0.462	0.1299	18.1815	0.0603	0.23	-0.0236	0.2536	58.14	30.2646	0.7977	11.7012	7.075	0.8349	0.0493	0.1297	0.4822	-0.0911	0.1174	0.0692	0.2564	-0.0397	-0.007	0.0546	0.2048	-0.0911	0.1139	0.0711	0.2564	-0.0397	0.21
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3112.3	1419.3	13.68	13.7829	0.9049	5.3237	3.6038	0.6968	0.7406	115.5397	0.4356	1.6904	0.0439	1.6464	-0.0648	-10.1164	0.1636	0.2505	-0.4865	0.7369	67.41	30.4325	0.9147	11.2252	7.6978	0.7187	0.1816	0.352	1.6904	-0.0665	0.0126	0.1047	0.2727	-0.4865	0.0348	0.0553	0.3079	-0.0665	0.0329	0.0697	0.2727	-0.132	0.2013
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3133.8	1419.8	25.74	21.4974	0.6999	8.3784	3.8927	0.9045	0.828	241.7892	0.3197	1.426	0.3043	1.1217	0.0753	21.9735	0.1387	0.3121	-0.2294	0.5415	79.38	35.3798	0.7969	13.4993	8.8865	0.7516	0.3854	0.3904	1.426	-0.1323	0.2263	0.1496	0.4488	-0.2294	0.1678	0.1829	0.7438	-0.1323	0.3005	0.0848	0.4488	0.0017	0.3239
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3281.9	1422.1	20.97	17.6229	0.8485	6.6168	4.0511	0.8108	0.7115	168.6196	0.2139	1.1063	0.2945	0.8118	0.0361	8.5649	0.0586	0.1632	-0.1617	0.3249	76.14	32.4116	0.9108	11.0238	9.2143	0.5409	0.3836	0.3067	1.1063	-0.0158	0.062	0.0911	0.2718	-0.1832	0.2566	0.2346	1.0626	-0.0158	0.072	0.0992	0.2718	-0.1832	0.2664
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3032.6	1422.9	50.04	30.8152	0.6622	10.1895	8.2615	0.6645	0.4792	267.4109	0.1208	0.723	0.2003	0.5227	0.1542	86.0183	0.0443	0.2587	0.0609	0.1978	124.2	43.7253	0.8163	15.1347	10.8143	0.7159	0.268	0.2066	0.723	-0.0881	0.2	0.0636	0.3474	-0.0158	0.1251	0.105	0.4828	-0.0881	0.2309	0.0555	0.3474	-0.0158	0.3997
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2875.4	1420.4	14.4	13.7958	0.9508	4.5567	4.0395	0.3824	0.3152	51.3739	0.1795	0.7546	0.0498	0.7048	0.1242	20.2438	0.0628	0.2224	-0.1007	0.3231	72.99	31.364	0.9324	10.4789	8.6126	0.5441	0.0513	0.1639	0.7546	-0.0946	0.1432	0.0648	0.2621	-0.1111	-0.0149	0.0605	0.2158	-0.0946	0.148	0.0644	0.2621	-0.1111	0.1964
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2956.7	1423.2	12.69	13.3808	0.8907	4.7474	3.47	0.6498	0.3395	49.5696	0.0634	0.4732	0.1966	0.2766	0.1776	25.9289	0.0352	0.2689	0.1059	0.1631	44.37	26.3087	0.8056	10.0019	5.8054	0.8403	0.1517	0.1434	0.4732	-0.1217	0.2402	0.0578	0.3867	0.1059	0.0738	0.0819	0.3541	-0.1217	0.2662	0.0437	0.3867	0.1303	0.2881
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3106.3	1425.5	27.81	23.4559	0.6352	9.3685	4.2386	0.892	0.3694	115.6333	0.1914	0.839	0.025	0.8141	0.0247	7.7324	0.0877	0.2234	-0.1785	0.4019	101.7	38.536	0.8606	14.6866	9.6042	0.7628	0.1241	0.1905	0.839	-0.082	0.0476	0.0856	0.2607	-0.1785	0.0304	0.0665	0.2975	-0.082	0.0563	0.0832	0.2607	-0.1129	0.2732
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2899.7	1423	22.86	17.8545	0.9011	6.0527	5.2757	0.4513	0.3449	88.6474	0.137	0.6418	0.1153	0.5265	0.1349	34.6755	0.0407	0.2411	0.0497	0.1914	88.02	34.473	0.9307	11.457	9.8747	0.4901	0.1004	0.1758	0.6418	-0.1026	0.1661	0.0536	0.3348	0.0237	0.0138	0.0809	0.2655	-0.1026	0.1772	0.0533	0.3348	0.0237	0.259
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2924	1424	18.72	16.0137	0.9173	5.4686	4.5255	0.5251	0.4998	105.4499	0.2575	0.9781	0.0626	0.9155	0.0942	19.886	0.0907	0.2486	-0.1275	0.3761	77.76	32.5728	0.921	11.2379	8.805	0.5438	0.1005	0.2632	0.9781	-0.1017	0.1467	0.071	0.3161	-0.1275	-0.0279	0.0499	0.2111	-0.1017	0.1635	0.0535	0.3161	0.0353	0.2409
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	3097.1	1423.6	15.75	14.5965	0.9289	4.9849	4.3097	0.4441	0.4961	89.7926	0.2239	1.1199	0.1826	0.9373	0.0411	7.4464	0.0673	0.1664	-0.1506	0.317	61.38	30.1369	0.8493	10.6133	8.1666	0.5408	0.1527	0.2447	1.1199	-0.0985	0.13	0.0824	0.3174	-0.1506	0.0297	0.0772	0.281	-0.0985	0.1619	0.0614	0.3174	0.0363	0.2552
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	3161.5	1424.5	27	20.9321	0.7744	8.094	4.4286	0.8544	0.1952	58.5549	0.0614	0.361	0.0071	0.354	0.318	95.41	0.0276	0.3802	0.2319	0.1483	92.79	36.9391	0.8546	12.9674	10.0655	0.4855	0.0763	0.1076	0.361	-0.1327	0.2791	0.1359	0.4424	-0.1305	0.0279	0.0816	0.268	-0.1327	0.2632	0.1576	0.4424	-0.1305	0.2898
